StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2_Browser,Q2_Version,Q2_Operating System,Q2_Resolution,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q15,Q17,Q18,Q19,SC0,DeviceIdentifier,workerId,assignmentId,hitId
7/25/20 11:32,7/25/20 11:34,0,209.6.131.88,100,82,1,7/25/20 11:34,R_2Tortv3O6kc0FJm,,,,,42.32679749,-71.13410187,anonymous,EN,0.9,Chrome,84.0.4147.89,Macintosh,1440x900,22,2,3,3,2,5,1,1,1,,1,4,3,48,,A1ZZSJ0MP1HFP,32M8BPYGATML90SUO6Y915LI7M6IGF,3NOEP8XAU42LQOCUZ8JVA4Q2QONXPW
7/25/20 11:31,7/25/20 11:34,0,24.164.41.185,100,206,1,7/25/20 11:34,R_3PHmoyjYrPI5K62,,,,,28.07910156,-82.52449799,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1366x768,10,1,2,3,2,5,2,2,2,1,,4,3,37,,AN2TLMRZF7DW8,3V26SBZTBDE7V7C9E2AKM74EEP1ZZH,3NZ1E5QA6Z1AKBRAAXIZN1UTGLZ5BA
7/25/20 11:32,7/25/20 11:35,0,174.99.58.224,100,124,1,7/25/20 11:35,R_pEEd7Dx8zHR8481,,,,,35.89639282,-78.71150208,anonymous,EN,0.9,Safari,13.1.1,Macintosh,1440x900,34,1,4,3,2,5,1,2,2,2,,4,3,63,,A1HFNOKU591WCY,31JLPPHS2UUUBAR9RM4U28SVFQ03ON,3J94SKDEKIP3Z8PUOT95IRITJ6B5DH
7/25/20 11:33,7/25/20 11:35,0,74.221.144.142,100,126,1,7/25/20 11:35,R_dg3m46LzAnJxIXf,,,,,32.6421051,-95.21679688,anonymous,EN,0.9,Chrome,83.0.4103.119,CrOS x86_64 13020.87.0,1366x768,45,2,4,3,1,2,1,2,2,,1,1,2,66,,A3EGQKDONVINF2,3TR2532VIPUF7INUUBAN1FNTQNS6JD,3U18MJKL1UMXK5PMSXAGS20XPRYNCO
7/25/20 11:33,7/25/20 11:35,0,24.255.251.188,100,135,1,7/25/20 11:35,R_ze4MHvNpySLjGSt,,,,,39.01759338,-95.74310303,anonymous,EN,0.9,Chrome,84.0.4147.94,CrOS x86_64 13099.72.0,1366x768,17,4,3,3,3,5,1,2,2,,1,4,3,48,,A1VJXVT4P3GRS4,3DIP6YHAPCSU0GKQ9PWUOD6SRAME8M,3ZRKL6Z1E837HUXW2FNLHNVIAIYSGF
7/25/20 11:33,7/25/20 11:36,0,73.207.198.208,100,168,1,7/25/20 11:36,R_1Nsl8t2weU893tz,,,,,34.11099243,-84.30249786,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1920x1080,11,1,3,3,2,5,2,2,2,,1,4,3,39,,AF0M3066S5UF1,3C6FJU71TQTQ4I8UCT9TR8GX6DIYU0,3NSCTNUR2ZN511MI4JI3SQANY3E5AF
7/25/20 11:33,7/25/20 11:36,0,67.173.101.65,100,125,1,7/25/20 11:36,R_xyGJSVgDlUyjRhT,,,,,40.10470581,-88.20619965,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1536x864,15,2,5,3,2,4,2,2,2,1,,4,3,45,,A1KWC8TW8ANBQ8,39L1G8WVWQR9FIK8LK6JQCFNMFQ310,3J94SKDEKIP3Z8PUOT95IRITJ6B5DH
7/25/20 11:34,7/25/20 11:36,0,24.45.250.107,100,93,1,7/25/20 11:36,R_sMxLpm5kilkK96F,,,,,40.68009949,-73.92070007,anonymous,EN,0.9,Chrome,84.0.4147.89,Macintosh,1440x900,33,1,3,1,4,6,1,2,2,1,,4,3,61,,AE5KSMPSSM4XK,3WR9XG3T63B880IEAESB1RY631M74M,3IVKZBIBJ09LHQS7ML532N7JPIBSHE
7/25/20 11:31,7/25/20 11:36,0,98.207.213.243,100,276,1,7/25/20 11:36,R_1FRkHvSa443Z9Dr,,,,,37.72009277,-121.9189987,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1536x864,5,1,3,2,2,5,2,2,2,1,,4,3,32,,A2RINH8P33GL6H,3CN4LGXD5XORNKEFXNIBE4I370UY4D,34R0BODSP1Z8RE3UKOKPO90EJIC5EA
7/25/20 11:35,7/25/20 11:36,0,107.203.176.76,100,71,1,7/25/20 11:36,R_8CYvxZnuqL5bNgR,,,,,34.41299438,-118.4268951,anonymous,EN,0.9,Firefox,78,Windows NT 6.1,1344x840,5,1,4,1,2,6,1,2,2,,1,1,2,28,,A232YUK4LBHWN5,3TOK3KHVJTICCTSWTY7KFP4BKSMO7D,3J94SKDEKIP3Z8PUOT95IRITJ6B5DH
7/25/20 11:29,7/25/20 11:37,0,50.125.83.215,100,475,1,7/25/20 11:37,R_3KDtBC8Za4YjDgj,,,,,47.8302002,-122.3330994,anonymous,EN,0.7,Chrome,79.0.3945.88,Windows NT 6.3,1366x768,49,1,3,5,1,5,1,2,1,,1,3,2,74,,A2Z47ZYRHGNY7P,35L9RVQFCOI4INI52T5558LUGH5HUK,35YHTYFL1G3HVMI5LQM8APFD87SVFO
7/25/20 11:35,7/25/20 11:37,0,24.44.84.194,100,163,1,7/25/20 11:37,R_3h4KyPv5Z9S6D6S,,,,,40.83120728,-73.90670013,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1536x864,33,2,2,4,2,2,1,2,1,1,,4,3,57,,A3LBB874085E42,3WT783CTPBHY5GYJGAA9PRWQE4UCBQ,3NCN4N1H1GHEA0XGEXELHIUF76YNBH
7/25/20 11:37,7/25/20 11:38,0,47.41.82.15,100,36,1,7/25/20 11:38,R_3NE4OdsbZ89FTPH,,,,,45.5428009,-94.18710327,anonymous,EN,0.9,Safari,13.1.2,Macintosh,1680x1050,24,1,3,3,1,6,2,2,2,,1,1,2,48,,AT0M47AAWKUW,3XXU1SWE8MV9SEYBYGHTZFAJNXD0AR,37Y5RYYI0P5I3GSMRPNP59VDD8UXSC
7/25/20 11:28,7/25/20 11:38,0,73.65.228.72,100,597,1,7/25/20 11:38,R_2zTn7IzVt0pDMIy,,,,,40.71429443,-111.8893967,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1920x1080,46,1,3,3,2,5,1,1,2,,1,1,1,67,,A38IDQ8FIODN3M,3Y9N9SS8LYB37D0K1DQEREGWBCS3DP,3IVKZBIBJ09LHQS7ML532N7JPIBSHE
7/25/20 11:37,7/25/20 11:38,0,72.208.177.214,100,88,1,7/25/20 11:38,R_3NIhXvyaPD4lj1A,,,,,33.43190002,-111.6427994,anonymous,EN,0.9,Chrome,84.0.4147.89,Macintosh,1440x900,2,2,4,3,2,7,2,2,2,,1,4,3,34,,A3VZLN59I301F6,3JPSL1DZ5SZCDAQIZMJRAR6WVQNNAO,3U18MJKL1UMXK5PMSXAGS20XPRYNCO
7/25/20 11:36,7/25/20 11:38,0,67.242.99.14,100,113,1,7/25/20 11:38,R_2sYJKr2wfif8bGP,,,,,42.43249512,-79.332901,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1536x864,33,1,2,1,3,5,1,1,2,,1,3,3,56,,A1IMFKM5ITVDAQ,3TE3O8573088N5N6FE7TDTS8KZL2RL,33TGB4G0LPHJIG51GPSFFERZFR8XT1
7/25/20 11:37,7/25/20 11:39,0,71.214.149.20,100,132,1,7/25/20 11:39,R_UyYjbQ7jazv343L,,,,,28.18850708,-81.26950073,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1366x768,10,1,3,3,3,5,1,1,1,1,,4,2,35,,A2ADZZTZGEO6IK,3DY46V3X3PIBHF8V0QWO8ZQOCRN55B,34R0BODSP1Z8RE3UKOKPO90EJIC5EA
7/25/20 11:34,7/25/20 11:39,0,173.150.108.252,100,306,1,7/25/20 11:40,R_1QoN4AuPDlXxP7L,,,,,41.84829712,-87.65170288,anonymous,EN,0.9,Firefox,78,Windows NT 10.0,1536x864,14,1,3,3,4,2,2,2,2,,1,2,2,38,,A1KDLWEGWA26JI,337RC3OW0526HYQVY4U8TMGKB5OLVL,3TC2K6WK9G2ZJGAGP2WRYS1GO5N82D
7/25/20 11:37,7/25/20 11:40,0,76.97.99.251,100,153,1,7/25/20 11:40,R_2wSl2RtUQQxShTZ,,,,,33.52310181,-84.35790253,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1920x1080,11,2,5,2,2,7,1,1,1,1,,3,3,39,,A2PG8TSTWP1DMX,30H4UDGLT2IDIWBKC4MON76RPMDPM6,3TC2K6WK9G2ZJGAGP2WRYS1GO5N82D
7/25/20 11:38,7/25/20 11:40,0,24.194.189.159,100,165,1,7/25/20 11:40,R_2ZPIiyvDbqXegxR,,,,,42.63589478,-73.72190094,anonymous,EN,0.9,Edge,84.0.522.44,Windows NT 10.0,1366x768,33,2,6,3,2,4,1,2,1,,1,4,3,62,,A3NG205QJ48IM4,3180JW2OT4CJOENGPS0I999TUSI5JX,3JVP4ZJHDPSLCCJFJ144ST2FU380IT
7/25/20 11:37,7/25/20 11:41,0,216.175.32.169,100,203,1,7/25/20 11:41,R_tYXTT33q95AO7Fn,,,,,39.7191925,-88.64170074,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1920x1200,14,1,2,3,2,3,2,2,2,1,,4,2,38,,A5L9K3T17JM03,3AMW0RGHOD2J0EWKO51O0MVRUCNNP4,3U18MJKL1UMXK5PMSXAGS20XPRYNCO
7/25/20 11:38,7/25/20 11:41,0,104.218.71.91,100,190,1,7/25/20 11:41,R_2TZdWOAVVzk3W8h,,,,,40.82189941,-96.62439728,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1920x1080,28,1,3,3,4,6,2,2,2,1,,1,1,54,,A1WZY0K6IE3ASG,3DQQ64TANGL9N85YG6SBW58INORPWX,37Y5RYYI0P5I3GSMRPNP59VDD8UXSC
7/25/20 11:34,7/25/20 11:41,0,72.190.30.12,100,413,1,7/25/20 11:41,R_21jmH2FJfERcvwK,,,,,32.92469788,-96.89170074,anonymous,EN,0.9,Chrome,84.0.4147.89,Macintosh,1440x900,45,1,3,4,3,5,1,2,2,1,,4,3,74,,AOHQV4DW7JDR,3IOEN3P9S7J8C17Q4M4HXFR7W6S619,3NCN4N1H1GHEA0XGEXELHIUF76YNBH
7/25/20 11:35,7/25/20 11:41,0,108.232.45.99,100,349,1,7/25/20 11:41,R_2aIHzrXpHz30hvD,,,,,36.32269287,-95.59760284,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1210x681,37,1,7,3,1,3,2,2,2,2,,2,2,64,,A1PR5LB62EVYAP,3018Q3ZVOIQXS8IAST08JBB6WNCRAG,3NCN4N1H1GHEA0XGEXELHIUF76YNBH
7/25/20 11:33,7/25/20 11:42,0,23.117.40.62,100,515,1,7/25/20 11:42,R_2BnEaF85ECxisSo,,,,,29.91490173,-81.36720276,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1920x1080,10,1,6,3,1,5,2,2,2,2,,1,1,36,,A1EDN55K4IF2GD,39GXDJN2OTEB2R6C4FL4OHUER5P8VM,3U18MJKL1UMXK5PMSXAGS20XPRYNCO
7/25/20 11:40,7/25/20 11:42,0,73.42.132.79,100,129,1,7/25/20 11:42,R_1qemTAoAYdrGiRn,,,,,47.66569519,-117.2250977,anonymous,EN,0.9,Chrome,85.0.4183.38,Windows NT 6.1,1024x768,49,1,3,4,1,5,2,2,2,,1,3,3,76,,ACPIVPK8OL94P,3DUZQ9U6SMOTLBLLIDR958UF3ZUSV4,3DGDV62G7O9KP89XBJY2KEW6DFN2PR
7/25/20 11:40,7/25/20 11:43,0,75.181.24.136,100,174,1,7/25/20 11:43,R_2TBLzPTO5sPQS9r,,,,,35.86509705,-80.88580322,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1536x864,34,2,3,3,2,4,1,1,1,,1,4,3,59,,A3UNU7I992ABT0,3ND9UOO81K2JWNQ0OEZ4FOZYIERLWW,3DZKABX2ZI5ASAYVUOW72JUABU0VCD
7/25/20 11:42,7/25/20 11:45,0,71.176.245.251,100,165,1,7/25/20 11:45,R_eEBhi46kSnQcXND,,,,,37.51150513,-77.56620026,anonymous,EN,0.9,Chrome,84.0.4147.89,Windows NT 10.0,1366x768,48,2,4,3,2,3,2,2,2,1,,4,3,76,,A33RQE9SUOJF9B,3QY5DC2MXRKK4RRZ73H52N9H02UUF1,3DZKABX2ZI5ASAYVUOW72JUABU0VCD
7/25/20 11:42,7/25/20 11:45,0,96.242.150.173,100,166,1,7/25/20 11:45,R_2zUzijemQmxsv6G,,,,,41.06309509,-74.14369965,anonymous,EN,0.9,Firefox,78,Macintosh,1280x800,31,2,5,3,3,5,1,1,1,1,,4,2,59,,A1TCLOG8OV3P93,3A4TN5196KI8WT15G2K5B2ZO9H0HCC,3XEDXEGFX3OCI793J4PG59HSM7X0K4
7/25/20 11:44,7/25/20 11:45,0,174.81.65.189,100,76,1,7/25/20 11:45,R_1r0xkd5ES8kxOVr,,,,,34.3914032,-77.65969849,anonymous,EN,0.9,Chrome,83.0.4103.116,Macintosh,1440x900,34,1,1,3,3,3,1,2,2,,1,4,3,58,,AV079EK4C3IWV,3I2PTA7R3TU3SKCWR5OX8Z4X5D5QKU,3J94SKDEKIP3Z8PUOT95IRITJ6B5DH
7/25/20 11:44,7/25/20 11:45,0,172.116.245.253,100,94,1,7/25/20 11:45,R_1lcoYaBrjpgH3Gm,,,,,33.74989319,-117.9071045,anonymous,EN,0.9,Safari,13.1.2,Macintosh,1920x1080,5,1,4,4,1,6,1,2,2,,1,2,2,31,,A22GQUUNZAP02U,3IAS3U3I0FGL7Y6HJHL3DEN42DJ2B9,3DGDV62G7O9KP89XBJY2KEW6DFN2PR
